area,aar,hy,n_samples,sopcorr,n0,n1,n2,n3,n4,mw0,mw1,mw2,mw3,mw4,ton
2r,2021,2,0,0.7526656606,149.96048759,159.04336529,115.37415893,16.000146852,38.976946566,0.0030332031,0.0067112954,0.0099357763,0.0121295248,0.0134514285,3.3869492479
3r,1982,1,,1,0,0,0,0,0,0.0037016983,0.0075337799,0.01332044,0.0190538173,0.0250583523,0
3r,1983,1,0,1.0143642035,4038.5597011,2528085.8104,686513.41427,43386.696476,6953.9087743,0.0050379242,0.0064279588,0.0102459351,0.016366752,0.0195513096,24150.806628
3r,1984,1,13,0.8652287368,158.68914827,5497357.1874,723300.66068,168683.14985,5367.6534914,0.0031619855,0.0057464883,0.0135473941,0.0128364125,0.0216812065,43671.503097
3r,1985,1,1,1.3014075653,10968.367078,317523.73378,438020.37123,117679.1672,54841.008228,0.0062184924,0.0071174954,0.0137696424,0.0249931385,0.0278256469,12826.722519
3r,1986,1,25,0.6763355515,6256.6479409,21485093.128,2339481.8411,182170.17805,63.755766326,0.0026088775,0.0060593639,0.010268526,0.012886774,0.0169478545,156574.01664
3r,1987,1,61,0.9478288838,0,29674004.472,12419824.802,403332.05217,176257.09353,0.0035085766,0.0063741877,0.0117652211,0.0205517091,0.0237510301,347745.10858
3r,1988,1,60,1.2703432852,1654552.6186,6645789.7742,17482339.418,896946.52861,18705.845582,0.0034015493,0.0055438301,0.0131226392,0.0204767213,0.0283012959,290781.52857
3r,1989,1,47,0.9359057364,5357452.0154,49631956.45,1947711.8729,2962643.5893,4824.3578176,0.0050531204,0.006008304,0.01111734,0.015292877,0.0174825804,392320.79558
3r,1990,1,39,1.0424177206,0,12899920.546,3876419.1819,573478.22253,173625.62816,0.0038587159,0.0074510926,0.0097133362,0.015909201,0.020448985,146445.51345
3r,1991,1,28,1.0124729926,0,27031854.988,1584833.3329,594320.16963,208069.01659,0.0037478696,0.0073796499,0.0117654181,0.0335175476,0.0253709049,243330.90629
3r,1992,1,29,0.7013761616,116221.01851,8619539.5886,3481481.6113,416348.58183,261256.77111,0.0015234275,0.0063186802,0.009911848,0.0152815911,0.0205754516,100887.03017
3r,1993,1,41,0.9957237521,6581688.9855,15875937.662,742304.20797,301034.8441,2002168.6876,0.0031039289,0.0060526498,0.0153641049,0.0178068037,0.0236278052,180592.74605
3r,1994,1,40,0.9182951979,0,23983485.964,5337379.9741,1335129.7214,508217.73212,0.0033992518,0.0056981177,0.0139009918,0.0187172644,0.018968349,245485.62815
3r,1995,1,46,0.9312135505,2747.962184,36635873.873,2097061.914,289300.53993,15365.128034,0.0043942323,0.0052525314,0.0100932535,0.0135537488,0.0144000808,217751.69673
3r,1996,1,75,0.9718563234,74598.393008,5041232.4116,4218076.2875,658678.60701,554096.34607,0.0025331608,0.0081139352,0.0127852406,0.0277362765,0.0396508636,135262.01356
3r,1997,1,101,0.9640117212,1143714.4949,67531782.311,3141559.9114,643447.55925,225301.20482,0.0035191059,0.0046858912,0.0096292687,0.0145557057,0.0213139747,364890.26118
3r,1998,1,102,0.9800962748,2478063.4195,4848450.311,29592843.946,2742497.9201,335784.61085,0.0027498345,0.0047406753,0.0090410494,0.0128195151,0.018232289,338629.17143
3r,1999,1,36,0.9874124063,282632.84559,5350202.9544,1553613.5772,1982597.7815,433657.16707,0.0063826977,0.0069850738,0.009743315,0.0142355507,0.0271090437,94292.27124
3r,2000,1,51,0.8832070111,1753793.1393,18180386.989,4153937.2248,672580.63489,544427.94009,0.0043771359,0.0067283042,0.0102862384,0.0128724748,0.0191385865,191805.51248
3r,2001,1,16,0.9426722038,2112600.1945,5090569.6285,1155423.6922,196848.03147,174335.55571,0.002952046,0.0060840526,0.0133475268,0.0177076959,0.0248340941,60445.025931
3r,2002,1,49,0.9264427301,0,10968827.591,3807968.3187,483996.05076,169894.36429,0.0034294115,0.0080282548,0.0121001993,0.015245708,0.0213208391,145138.8712
3r,2003,1,26,0.9639819591,560339.48748,1052231.2617,894871.08496,153803.38949,88169.665388,0.0032033606,0.0051349672,0.0136801489,0.0186686998,0.0251042736,24524.856822
3r,2004,1,22,0.9299127342,728741.04701,2173550.3055,306648.28204,150485.18294,109035.01606,0.0034238458,0.0060978464,0.0089241771,0.0122819356,0.0164369743,22126.11158
3r,2005,1,34,0.9610205883,0,2006973.5656,215553.00653,32585.39732,17426.402381,0.0035574083,0.0071770595,0.015357272,0.0177404276,0.0212992525,18663.723103
3r,2006,1,70,0.9820070939,0,844758.32619,58582.95199,37695.735315,5022.4126868,0.003635094,0.0070221179,0.0119878461,0.0150678621,0.0241094112,7323.3575075
3r,2007,1,153,0.9609126593,78466.897413,6816238.8597,692939.06383,130904.25993,45476.603861,0.001342196,0.0083107305,0.0156947736,0.0236484473,0.030183274,72097.078995
3r,2008,1,128,0.955194734,70663.25057,2978940.3639,2057959.1009,529516.70272,124006.24312,0.0010799012,0.00889236,0.0164988667,0.0228983662,0.0287624374,76211.901583
3r,2009,1,13,0.8446803158,521.03277608,834208.45357,82937.485297,4796.8248892,1331.7743249,0.0052137396,0.0058956726,0.0082282728,0.010553312,0.013966935,5672.5918866
3r,2010,1,52,0.9656284984,0,1701642.9667,1416185.121,305834.94727,112459.40008,0.0035744654,0.0093045099,0.0216523774,0.021811689,0.0261505893,56108.384941
3r,2011,1,44,0.9698530191,0,250535.7362,5235253.1325,339745.2066,65505.30153,0.0035901033,0.0085174394,0.0150989022,0.0239425703,0.0292282671,91229.477916
3r,2012,1,43,0.9862066792,0,2603.8378299,49630.492145,1097703.2224,336271.96881,0.0036506396,0.0088388955,0.0143759591,0.0267580053,0.034178769,41602.211541
3r,2013,1,60,0.9830339436,0,549355.88557,99015.549054,16713.711571,91506.644038,0.0036388951,0.0111395293,0.0144681486,0.0173208402,0.0275536406,10362.974354
3r,2014,1,70,0.9431763139,1647894.2757,5795130.674,899712.66068,86542.397211,76884.432261,0.0041918081,0.0121101361,0.0168123352,0.0177540344,0.0261671789,95762.073868
3r,2015,1,185,0.9803818777,0,6962751.5631,1737917.8295,143223.56523,115730.73293,0.0036290779,0.0096791905,0.0173589857,0.0246621654,0.0301805282,104587.30745
3r,2016,1,155,0.9722537555,702372.32047,127355.45245,2221322.3356,214557.51415,212249.90296,0.001643111,0.0052756853,0.0132824165,0.0226729188,0.0373888257,44130.911098
3r,2017,1,79,0.9665450232,91403.8039,12855277.83,258245.90632,551899.93588,151467.23772,0.0025466257,0.008215713,0.010839504,0.0173363696,0.0259182119,122141.00272
3r,2018,1,162,0.9775962349,11.377875858,396145.12723,6287727.003,47556.086523,383173.15264,0.0038026984,0.005233533,0.0099570764,0.0152736985,0.0239836495,74596.907759
3r,2019,1,177,0.9732990409,376468.03824,6435061.2461,741871.70188,4033644.4869,153366.9313,0.0046818602,0.0093214413,0.0113910678,0.0156255792,0.0210499161,136453.71968
3r,2020,1,190,0.974602785,528415.04741,19907433.937,1735156.5766,362591.54283,1042950.6397,0.0049605904,0.0093882735,0.0160082068,0.0193871221,0.0221377152,247412.58079
3r,2021,1,167,0.9865683775,30734.009907,2286918.7905,4220854.3277,995408.42888,2358127.2003,0.0026893779,0.0082057605,0.0142485898,0.0192515955,0.0252208092,157626.86189
3r,1982,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,1983,2,0,1.4716603284,1826064.9732,69940.29666,72941.03546,4385.6951701,0,0.0037399796,0.0089257152,0.0152566658,0.0185096604,0.0283796185,8647.7275859
3r,1984,2,0,1.8380255181,0,262645.68602,24798.675818,9683.103581,74.216293683,0.0072508153,0.0137824746,0.0207560015,0.0272686894,0.0354446348,4401.3049645
3r,1985,2,0,1.5122605124,79594.978208,19507.430464,40063.058872,17930.532168,2280.0338733,0.0061542988,0.0128911812,0.0194378282,0.0229078973,0.0281632195,1995.0278381
3r,1986,2,11,0.9637628249,8062241.11,8126312.1097,541950.6122,4409.3753347,329.33093786,0.0039303475,0.0126673599,0.0216583257,0.0163531465,0.0185852814,146442.29976
3r,1987,2,9,1.5126407037,418646.84775,5306201.2733,191297.8066,273.48126519,71.160941452,0.0068471495,0.0131134814,0.0217713228,0.0310250439,0.0291698874,76624.676256
3r,1988,2,14,1.283497359,9519577.7453,925554.58072,255820.40994,179758.60618,15328.090748,0.0039935049,0.006757946,0.0174128884,0.0233889309,0.0285461744,53367.820715
3r,1989,2,1,0.9171083051,976209.15437,1243262.5827,86986.909592,1666.0608122,5855.0137114,0.0050589771,0.0091387587,0.0133184978,0.0165900522,0.0167782976,17584.908716
3r,1990,2,0,1.9773217437,10367270.168,1475285.6784,308217.49993,45957.866009,13520.947052,0.0032509178,0.0131644827,0.0203369438,0.0308837393,0.0372713181,61316.011912
3r,1991,2,11,0.6664008878,23798595.489,1832602.9562,58504.909686,17096.829261,5163.503169,0.0036953878,0.0055444556,0.0122347696,0.0227048223,0.0128509294,99276.15624
3r,1992,2,0,1.0646841531,603093.83986,100714.28172,9707.4238515,3880.8992688,840.44952318,0.0054567042,0.0098495568,0.016970348,0.019920506,0.0233218198,4544.5443705
3r,1993,2,25,0.9889977406,11898687.337,951273.28508,212624.36859,68173.70189,23806.795363,0.004051963,0.0083692878,0.018021986,0.0221063833,0.025131205,62111.801528
3r,1994,2,21,0.8023647509,0,1639586.0738,1308095.1915,149579.06162,27916.829863,0.0031652437,0.0138811834,0.020563437,0.0316947438,0.0246901025,55088.467366
3r,1995,2,13,0.9430917552,1993994.461,594747.69569,220148.37088,42892.882178,40928.275709,0.0081040263,0.0097553912,0.0115135513,0.0143975253,0.017058529,25811.797029
3r,1996,2,93,0.8407945285,12468506.577,2730844.4337,105928.60956,35054.008901,177654.77231,0.0026409666,0.0088440705,0.0155765151,0.0194482511,0.02794451,64376.902941
3r,1997,2,49,0.9230689128,5230668.8498,18973838.442,626779.14674,15300.391046,9518.8813277,0.0022230806,0.0052180033,0.0067251801,0.0136542818,0.012923225,115180.88257
3r,1998,2,55,0.9893144944,44133600.135,2841300.5099,1612699.07,233813.08661,29736.790056,0.0026802065,0.0050023917,0.0116955263,0.0148598496,0.0186327744,155390.33126
3r,1999,2,12,0.8517672185,21660480.173,1452630.964,92680.062162,457086.82566,257766.84366,0.0034356807,0.0083986703,0.0126171315,0.0142972827,0.0207385896,99668.839205
3r,2000,2,0,0.9383192706,320247.05354,187078.35828,28667.324447,33563.401018,30874.722021,0.0037015698,0.0081143865,0.0128011221,0.0159214198,0.0180946258,4163.460391
3r,2001,2,42,0.9744360821,33878791.449,4877130.9227,63307.369431,6454.3118773,31178.613489,0.003406361,0.0053964967,0.0079977015,0.0093387407,0.0102587329,142609.25467
3r,2002,2,0,1.1507185133,0,47883.742227,11154.072461,3375.7610275,1417.831291,0.0045394622,0.0099511703,0.0156988018,0.0195254143,0.0221905502,748.98043341
3r,2003,2,8,0.8845380357,4363084.2904,95417.922264,51249.106658,2771.3160438,913.715811,0.0030160872,0.0038842622,0.0078607699,0.0107044122,0.0121789288,13973.721933
3r,2004,2,7,0.9534730339,2179105.1054,957971.55339,14824.214245,11147.311844,1984.4721673,0.0035830179,0.0046395678,0.0086267267,0.0090592512,0.010247285,12501.552638
3r,2005,2,0,0.8360098297,9.2250200211,520.70759567,460.27925162,44.390570757,89.851281828,0.0032979699,0.0072296361,0.0114053545,0.0141854312,0.0161216821,11.122851532
3r,2006,2,0,1.0391970111,0.0123668117,7190.6336523,1716.1064371,1139.1200701,1094.4025664,0.0040995218,0.0089867559,0.0141773576,0.0176331152,0.0200399604,130.96839437
3r,2007,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2008,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2009,2,0,0.438788232,5490.578183,32325.455457,1292.5607616,217.45110063,54.709046736,0.0017309729,0.0037945478,0.0059862159,0.0074453673,0.0084616283,141.98400695
3r,2010,2,0,0.6376078112,43.683800617,70249.617237,2227.9087952,1492.3613479,255.97935908,0.002515295,0.0055138975,0.0086986335,0.0108189418,0.0122956813,426.13203728
3r,2011,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2012,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2013,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2014,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2015,2,0,1.4713268094,0,0.7072575073,0.1057612593,0.0277412054,0.0320279927,0.0058042279,0.012723723,0.0200727352,0.0249655021,0.0283731869,0.0127231757
3r,2016,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2017,2,0,0.8299138366,0.000032194,0.0197570398,0.0029585879,0.0033251305,0.0007240063,0.0032739219,0.0071769193,0.0113221893,0.0140819942,0.0160041265,0.0002338093
3r,2018,2,2,0.8780720817,1.2072515845,1574.3896844,45002.951196,711.9334163,824.59922262,0.003463901,0.0075933816,0.0119791934,0.0148991443,0.016932814,575.62816142
3r,2019,2,0,1.1494781218,92.217838025,195.02974022,7.3380717547,122.1867803,6.8912451155,0.004534569,0.0099404436,0.0156818796,0.0195043673,0.0221666304,5.0078565689
3r,2020,2,,1,0,0,0,0,0,0.0039448937,0.0086477884,0.0136426082,0.0169680196,0.019284082,0
3r,2021,2,2,0.9868096088,10274.17305,7199.0819971,1344.8044085,92.253698802,204.87943611,0.003892859,0.0085337207,0.0134626568,0.0167442048,0.0190297174,124.97901539
4,1982,1,,1,0,0,0,0,0,0.0039163259,0.0060238941,0.0102727441,0.0146335262,0.0177235244,0
4,1983,1,0,0.9734423436,8758.7065905,117845.52806,342080.3487,10090.801984,3754.916623,0.0048346824,0.0061686397,0.0098325897,0.0157064784,0.0187625634,4361.7707135
4,1984,1,0,0.9375212301,71.949057084,238128.93387,10444.523625,47038.488624,1566.0368444,0.003426179,0.0054982716,0.0107628726,0.0139089338,0.0166161804,2102.2339122
4,1985,1,19,1.3712027643,9934.7316795,1084575.1769,1371455.4446,403694.37575,192040.54742,0.0065519935,0.005842448,0.0148413814,0.0269698082,0.0285248773,43121.452725
4,1986,1,1,0.8895338399,518.00299661,1798204.0417,196952.24822,15795.588256,18.619126658,0.0032388689,0.0059817422,0.010909055,0.0130170167,0.0157656747,13112.538549
4,1987,1,1,1.0130759122,0,513455.23097,247097.81694,8667.6257837,3263.6617967,0.0039675354,0.0063973109,0.0116156505,0.0209121275,0.0179552756,6394.7930635
4,1988,1,0,1.1767711439,12123.850055,48707.925926,128118.40242,6519.1024147,128.50391416,0.0077105126,0.0063555321,0.012491891,0.0189054043,0.0258275876,2130.0522149
4,1989,1,0,0.8798297163,54187.94206,522527.06025,21797.63118,30402.844274,1613.6200647,0.0037741019,0.0061605738,0.0110244483,0.0138448862,0.0162901617,4111.0942434
4,1990,1,0,0.9457459855,0,219315.20579,170115.66159,25175.167626,7603.2765915,0.0037038495,0.0064068038,0.0098586451,0.0150336341,0.0178267394,3596.2353221
4,1991,1,0,1.1160065723,0,1159306.4705,457780.13538,68063.690256,23435.201839,0.0043706454,0.0079825753,0.0136359778,0.0364738503,0.0197795697,18442.613991
4,1992,1,4,1.0289188688,2360.0477591,7712017.2285,1318050.6864,133030.49609,82505.499075,0.0025732418,0.0072241325,0.0145822417,0.0184550717,0.0228442945,79278.708225
4,1993,1,11,0.9768798856,160569.20898,1600666.555,7534669.0849,2120157.8552,535191.68463,0.005570815,0.0072179664,0.0120708882,0.0154229395,0.0207709615,147213.71948
4,1994,1,13,0.9709881569,0,1566782.7401,2407241.1615,6962203.6922,2636474.5335,0.003802706,0.0105195867,0.0091553096,0.0128642421,0.0181951685,176055.51733
4,1995,1,7,0.9591209542,0,4217070.5799,1846771.4698,722424.18907,40261.811119,0.0037562302,0.0070571414,0.0134871092,0.0164797558,0.0148316347,67170.594551
4,1996,1,5,0.9377115037,316110.9552,844797.38617,1369029.4233,174206.29385,189735.66946,0.006688175,0.006633189,0.0142584419,0.0191551354,0.0258741596,35484.328652
4,1997,1,22,0.9782294752,0,3047724.9137,314676.25229,1744342.2807,409136.80618,0.0038310654,0.0065555024,0.0072831592,0.0103724903,0.0164649525,47100.796751
4,1998,1,7,0.9767904556,0,2939077.2968,3888402.3649,223193.302,116442.04313,0.0038254297,0.0051652083,0.0093340216,0.0124336246,0.013023148,55766.921817
4,1999,1,45,0.9792777338,0,1542443.8226,1058893.7952,1440007.68,234411.92792,0.0038351707,0.0059628856,0.0114461768,0.0173619502,0.0216596372,51396.320619
4,2000,1,60,0.9298714736,27860.846778,6141391.2059,363917.02344,335471.69472,349876.67389,0.002520486,0.0041227903,0.0088348489,0.0140240162,0.0185011662,39782.829839
4,2001,1,93,1.000083951,4275.7518885,2506333.0541,5229435.019,628590.87932,408910.81116,0.0031640173,0.0033438959,0.0058041533,0.0089155047,0.0136823413,49945.950053
4,2002,1,66,0.9945584248,12278.356873,393781.17991,849390.88356,494697.14284,89159.91295,0.0018894693,0.0037748561,0.006150383,0.0103270778,0.0195090502,13581.94726
4,2003,1,163,0.8855250202,176358.80699,4048547.088,856527.70326,2519708.0916,1236036.709,0.0016526298,0.0048487769,0.0071686156,0.0087746583,0.011284416,62119.605429
4,2004,1,48,0.936977295,0,961630.17619,221896.8495,44603.943448,71258.077758,0.0036695084,0.0041954562,0.0074340398,0.0091651878,0.0134573607,7051.8164632
4,2005,1,29,0.9997286961,0,55978.674204,162875.66966,36390.163208,20079.006786,0.0039152634,0.0038688586,0.0056124686,0.0077668033,0.0095680144,1605.4596259
4,2006,1,3,0.8715715932,329.89777878,8789.5208708,547.02263875,163.11902944,28.189626881,0.0034133584,0.005250255,0.008953432,0.0127541657,0.0154473204,54.686916173
4,2007,1,0,0.9160708884,11.539246126,1502.7452878,239.03661123,17.506158696,6.7363824242,0.0035876321,0.005518314,0.0094105619,0.0134053473,0.0162360047,10.927535813
4,2008,1,1,0.8245816015,4.5965280648,145458.14811,45899.629211,10488.311639,1868.2848151,0.0032293303,0.0049671922,0.0084707158,0.0120665364,0.0146144921,1265.1977691
4,2009,1,,1,0,0,0,0,0,0.0039163259,0.0060238941,0.0102727441,0.0146335262,0.0177235244,0
4,2010,1,1,0.9008561196,29.461873605,47321.830542,1502.5791346,1006.5003682,172.64137772,0.0035280461,0.0054266618,0.0092542644,0.0131827016,0.0159663454,286.83362536
4,2011,1,3,0.9171001821,89.091640249,3689.8005747,23604.103645,1680.3276744,332.74605392,0.0035916632,0.0055245144,0.0094211355,0.0134204095,0.0162542474,271.04102495
4,2012,1,22,0.9765427721,113.43488724,90841.403641,49265.976574,209882.50144,3090.7309307,0.0027829133,0.0035511132,0.0075409022,0.0088190587,0.0113774669,2580.5444857
4,2013,1,5,0.9751996884,0,218094.49183,115282.84696,80251.945882,149429.13513,0.0038191998,0.0045849959,0.0081655801,0.0125436796,0.0143675687,5094.9017331
4,2014,1,3,0.8653409261,58933.440556,476997.85871,160102.80735,14646.933558,13274.299423,0.0033889571,0.0052127221,0.0088894259,0.0126629891,0.015336891,4498.4626583
4,2015,1,37,0.9967407562,0,892176.88137,32250.01586,9497.0875504,15945.02379,0.0039035616,0.0044339753,0.0093238541,0.0111356271,0.0149575829,4600.8397506
4,2016,1,35,0.9823200083,13130.603488,181725.8642,357275.98538,18139.560849,32126.348596,0.0036871848,0.0048713805,0.0108540613,0.0193541806,0.02589377,5994.5148639
4,2017,1,40,0.9575773014,76.797186051,719959.7021,439492.91723,520472.66813,26572.788716,0.0025229978,0.0078567104,0.0109563493,0.0145191887,0.0197218509,18552.852027
4,2018,1,71,0.9479881398,445.69890913,883639.51843,1248344.7166,342955.8846,1094048.381,0.0036875275,0.0058349772,0.0096125955,0.0134574681,0.0187660796,42303.809729
4,2019,1,32,1.0107831539,1869.3656232,315033.68034,160611.78832,144020.70726,60920.618541,0.0026156896,0.0059164352,0.0101382852,0.013540718,0.0194741,6633.6121326
4,2020,1,40,0.8965127433,9540.0811181,2450513.4644,259038.21807,71541.485882,84843.305421,0.0040698707,0.0064876809,0.0083691735,0.0112043196,0.0117058962,19899.652605
4,2021,1,112,0.9617915524,394190.54523,3289166.966,2138772.4857,344270.25527,369079.13566,0.0039564127,0.0056614056,0.0094522507,0.0121455422,0.0176021204,51075.026848
4,1983,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,1984,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,1985,2,0,1.8562119349,7430.6129443,2320.7358479,5088.5859418,1894.9127566,234.20270025,0.0075540443,0.015823176,0.023858805,0.0281181132,0.034568716,275.63762907
4,1986,2,0,0.7341121913,10549.449445,42732.650021,2458.8571117,1482.5346234,110.72872706,0.0026729654,0.0090474523,0.0141780286,0.0120106495,0.013468179,468.97918978
4,1987,2,0,1.5530724625,1499.2463797,19005.831029,652.41930369,0,0,0.0066340316,0.0132708602,0.0183676966,0.0254094799,0.0284929991,274.15321446
4,1988,2,0,1.3065351582,219588.45371,21349.801918,5657.7807108,1980.2232488,282.88903554,0.004254535,0.0056131,0.0151050043,0.021052287,0.0290585565,1189.4547083
4,1989,2,0,0.831114473,102.16342646,122.05204617,8.2818872339,0,0,0.0050425923,0.0091796302,0.0113536188,0.0135976827,0.0152478036,1.729590539
4,1990,2,0,1.4147042355,765.99781063,1845.0667532,612.02840146,91.098567093,26.944646605,0.0023259174,0.0094187249,0.0145503687,0.0220962304,0.0266663186,30.796512145
4,1991,2,1,0.8786869294,2747060.6812,2539249.707,76556.738063,24698.731574,12.086489623,0.0039211282,0.0059687087,0.0122812454,0.0287176584,0.0161205781,27577.315496
4,1992,2,0,1.0205042466,5881.3043451,171303.96164,16766.106417,6890.7819566,1492.2712518,0.0052302739,0.0094408417,0.0162661501,0.0190938889,0.0223540625,2085.6645759
4,1993,2,4,0.8600806301,997613.75225,216282.39852,510910.70167,157018.60531,42720.000359,0.0037514557,0.0068715248,0.0105698441,0.0140715916,0.0157792229,13512.530251
4,1994,2,2,1.211784944,0,308855.79073,84580.827904,301129.98525,146174.07613,0.0052855016,0.0096814299,0.0148920665,0.0198257492,0.0222316654,13469.569725
4,1995,2,0,1.3002335625,5540.4456321,4749.8117765,1565.1482198,178.44846541,109.70846982,0.0056712923,0.010388081,0.0159790438,0.0212728378,0.0238543626,112.18561858
4,1996,2,21,0.8194289203,2537403.0145,2232898.2914,3173227.8785,188330.54309,896738.44675,0.0065315181,0.0075810926,0.0143267731,0.0201642548,0.0248487707,105043.41139
4,1997,2,3,0.8706036637,0,1421438.3529,36869.693998,44347.670196,10514.600105,0.0037973545,0.0069555975,0.0106991655,0.0142437567,0.0159722807,11081.047614
4,1998,2,0,0.7424913743,0,72286.590222,86792.528927,5112.3430176,2561.2325197,0.0032385609,0.0059320577,0.0091247469,0.0121477395,0.0136219053,1317.7603621
4,1999,2,0,1.015913698,0,88496.970464,46990.396408,46283.252587,11117.335273,0.0044311604,0.0081165369,0.0124849334,0.0166211425,0.0186381697,2281.448218
4,2000,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2001,2,0,0.5302362899,10878.311646,67467.799974,20023.133061,568.31965911,290.87986345,0.0023127575,0.0042362678,0.0065162669,0.0086750803,0.0097278282,449.20648927
4,2002,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2003,2,7,0.900651937,165624.61023,161348.27678,10912.30856,5703.1626667,1514.9664005,0.0032350501,0.0050542014,0.0057049686,0.0070464886,0.0092678938,1467.7728062
4,2004,2,0,0.4000974764,0,5417.6437329,1366.9519416,271.47587426,180.70747411,0.0017451247,0.0031965372,0.0049169436,0.0065459076,0.0073402737,27.142423758
4,2005,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2006,2,0,1.1169653193,0.0029211599,1698.4968458,405.36085016,269.07111942,258.50841484,0.0048719222,0.0089238784,0.0137267936,0.018274426,0.0204920843,30.935994726
4,2007,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2008,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2009,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2010,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2011,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2012,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2013,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2014,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2015,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2016,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2017,2,0,0.892296743,0.0014097889,0.8651694392,0.1295578616,0.1456089251,0.0317045516,0.0038919743,0.0071289121,0.0109657596,0.0145986724,0.0163702666,0.0102386131
4,2018,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2019,2,,1,0,0,0,0,0,0.0043617489,0.0079893961,0.0122893642,0.0163607819,0.0183462136,0
4,2020,2,0,0.719770253,27059.627372,22090.729824,287.15896256,117.54799836,274.72380824,0.0031394571,0.0057505297,0.0088455188,0.0117760042,0.0132050588,219.5379956
4,2021,2,9,0.9820705399,1224.2793397,19510.014208,77093.242706,11850.838466,39949.370414,0.0035234126,0.010445737,0.0132563666,0.019431566,0.0208857702,2294.7401235
5r,1982,1,,1,0,0,0,0,0,0.0042497584,0.00654899,0.0110727645,0.0157197049,0.0181015168,0
5r,1983,1,0,1.0182526812,0,741538.5866,158509.74362,11611.001796,1565.528332,0.0043273279,0.0064525998,0.010285212,0.0164294926,0.0196262579,6636.6464124
5r,1984,1,2,1.0219286924,0,1062484.5279,149637.64494,13876.03594,408.92050903,0.00434295,0.0059932952,0.0117318819,0.0151611911,0.0184984594,8341.2562305
5r,1985,1,2,1.3445685859,27.010457852,72604.110706,88918.427248,27064.478767,12965.019769,0.0064247279,0.0073535462,0.0142263109,0.0258220328,0.028748481,2870.6368871
5r,1986,1,0,0.8896761161,10.607827422,36269.677359,3940.0501853,303.08078348,0,0.003239387,0.0059826989,0.0109107998,0.013985446,0.0161044872,264.25274061
5r,1987,1,0,1.0193710874,0,40888.529912,16917.40327,545.47131686,241.5658689,0.0043320808,0.0064370633,0.0116878292,0.0210420738,0.0184521629,476.86503602
5r,1988,1,0,1.1767711439,3470.4372996,13942.584422,36673.736519,1866.0851195,36.784088785,0.0077105126,0.0063555321,0.012491891,0.0189054043,0.0258275876,609.72485002
5r,1989,1,0,0.8886486183,6741.6519965,62375.692974,2442.803034,3726.4030059,0,0.0038119313,0.0062223238,0.011134951,0.0139836593,0.0160858879,493.12971631
5r,1990,1,0,1.0454117756,0,29456.860217,8784.6693282,1299.6004279,393.4776382,0.0044427475,0.0070819736,0.0108975812,0.0166179274,0.0197053792,333.69464696
5r,1991,1,0,1.0303685625,0,153236.10415,8574.3389301,3324.2953666,1164.2356019,0.0043788175,0.0073700234,0.0125896059,0.0336749887,0.0186512339,1370.961266
